Date,High,Low,Open,Close,Volume,Adj Close
2018/9/3,9.970000267,9.819999695,9.970000267,9.949999809,2019181,9.949999809
2018/9/4,10.05000019,9.880000114,9.93999958,10.02999973,1977400,10.02999973
2018/9/5,10.06000042,9.899999619,10.06000042,9.909999847,1699101,9.909999847
2018/9/6,9.960000038,9.850000381,9.909999847,9.899999619,1862960,9.899999619
2018/9/7,10.01000023,9.81000042,9.930000305,9.829999924,2809558,9.829999924
2018/9/10,9.840000153,9.619999886,9.800000191,9.640000343,2582230,9.640000343
2018/9/11,9.699999809,9.579999924,9.630000114,9.649999619,1693101,9.649999619
2018/9/12,9.770000458,9.609999657,9.699999809,9.640000343,2081316,9.640000343
2018/9/13,9.899999619,9.699999809,9.729999542,9.779999733,1746607,9.779999733
2018/9/14,9.859999657,9.75,9.789999962,9.81000042,1731825,9.81000042
2018/9/17,9.850000381,9.75,9.819999695,9.75,1411016,9.75
2018/9/18,9.880000114,9.729999542,9.75,9.850000381,2073042,9.850000381
2018/9/19,10.01000023,9.800000191,9.81000042,9.949999809,3320381,9.949999809
2018/9/20,9.970000267,9.899999619,9.960000038,9.920000076,1633632,9.920000076
2018/9/21,10.10000038,9.899999619,9.93999958,10.06999969,3292336,10.06999969
2018/9/25,10.06999969,9.949999809,10,10.03999996,2062192,10.03999996
2018/9/26,10.10000038,10.01000023,10.05000019,10.02999973,1984887,10.02999973
2018/9/27,10.10000038,9.920000076,10.10000038,9.93999958,1773786,9.93999958
2018/9/28,10.03999996,9.909999847,9.909999847,10,1605163,10
2018/10/8,9.890000343,9.68999958,9.890000343,9.68999958,2391995,9.68999958
2018/10/9,9.840000153,9.68999958,9.68999958,9.739999771,1709670,9.739999771
2018/10/10,9.859999657,9.729999542,9.760000229,9.739999771,1945423,9.739999771
2018/10/11,9.630000114,8.770000458,9.510000229,8.829999924,7086229,8.829999924
2018/10/12,8.960000038,8.489999771,8.789999962,8.619999886,4704103,8.619999886
2018/10/15,8.930000305,8.569999695,8.680000305,8.590000153,3203945,8.590000153
2018/10/16,8.720000267,8.260000229,8.670000076,8.31000042,2862000,8.31000042
2018/10/17,8.5,8.25,8.430000305,8.350000381,2375079,8.350000381
2018/10/18,8.369999886,7.989999771,8.359999657,7.989999771,4638100,7.989999771
2018/10/19,8.229999542,7.820000172,7.909999847,8.210000038,4695998,8.210000038
2018/10/22,8.670000076,8.229999542,8.25,8.600000381,4536607,8.600000381
2018/10/23,8.68999958,8.399999619,8.680000305,8.449999809,4480038,8.449999809
2018/10/24,8.68999958,8.380000114,8.380000114,8.550000191,3400805,8.550000191
2018/10/25,8.720000267,8.289999962,8.369999886,8.680000305,4988967,8.680000305
2018/10/26,8.920000076,8.699999809,8.739999771,8.75,4060224,8.75
2018/10/29,8.859999657,8.68999958,8.729999542,8.720000267,2972694,8.720000267
2018/10/30,8.840000153,8.600000381,8.670000076,8.75,3866910,8.75
2018/10/31,8.949999809,8.75,8.75,8.850000381,4304576,8.850000381
2018/11/1,9.470000267,8.949999809,8.949999809,9.220000267,9510950,9.220000267
2018/11/2,9.829999924,9.31000042,9.399999619,9.81000042,14314516,9.81000042
2018/11/5,9.81000042,9.81000042,9.81000042,9.81000042,0,9.81000042
2018/11/6,9.81000042,9.81000042,9.81000042,9.81000042,0,9.81000042
2018/11/7,9.81000042,9.81000042,9.81000042,9.81000042,0,9.81000042
2018/11/8,14.36999989,12.64999962,13.06000042,14.28999996,123271923,14.28999996
2018/11/9,14.17000008,13.42000008,13.80000019,13.68000031,78338229,13.68000031
2018/11/12,14.32999992,13.65999985,13.98999977,14.19999981,70214487,14.19999981
2018/11/13,15.31000042,13.81000042,14,14.02000046,92658016,14.02000046
2018/11/14,15.42000008,13.57999992,13.81999969,15.10000038,128180659,15.10000038
2018/11/15,16.61000061,15.18000031,15.40999985,16.61000061,108016434,16.61000061
2018/11/16,16.61000061,16.61000061,16.61000061,16.61000061,0,16.61000061
2018/11/19,20.10000038,17.97999954,19.48999977,18.5,161776218,18.5
2018/11/20,18.07999992,17.25,17.52000046,17.79000092,97041347,17.79000092
2018/11/21,18.04999924,16.5,17.65999985,17.30999947,103667676,17.30999947
