Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,8.079999923706055,7.710000038146973,8.050000190734863,7.760000228881836,27496102,7.760000228881836
2019-01-03,7.860000133514404,7.650000095367432,7.75,7.75,20057921,7.75
2019-01-04,7.889999866485596,7.710000038146973,7.739999771118164,7.800000190734863,18360129,7.800000190734863
2019-01-07,7.909999847412109,7.710000038146973,7.739999771118164,7.900000095367432,17458875,7.900000095367432
2019-01-08,8.020000457763672,7.800000190734863,7.840000152587891,8.020000457763672,17754038,8.020000457763672
2019-01-09,8.050000190734863,7.860000133514404,8.020000457763672,7.860000133514404,18652248,7.860000133514404
2019-01-10,7.909999847412109,7.809999942779541,7.840000152587891,7.860000133514404,12843958,7.860000133514404
2019-01-11,7.849999904632568,7.639999866485596,7.849999904632568,7.699999809265137,19837478,7.699999809265137
2019-01-14,7.760000228881836,7.619999885559082,7.75,7.730000019073486,13927995,7.730000019073486
2019-01-15,7.849999904632568,7.650000095367432,7.71999979019165,7.820000171661377,12265461,7.820000171661377
2019-01-16,8.020000457763672,7.809999942779541,7.809999942779541,7.96999979019165,13949156,7.96999979019165
2019-01-17,8.220000267028809,8.020000457763672,8.020000457763672,8.0600004196167,16978597,8.0600004196167
2019-01-18,8.399999618530273,8.100000381469727,8.149999618530273,8.350000381469727,36160534,8.350000381469727
2019-01-21,8.5,8.210000038146973,8.399999618530273,8.3100004196167,35420353,8.3100004196167
2019-01-22,8.380000114440918,8.170000076293945,8.350000381469727,8.199999809265137,17341905,8.199999809265137
2019-01-23,8.350000381469727,8.180000305175781,8.289999961853027,8.270000457763672,17605354,8.270000457763672
2019-01-24,8.34000015258789,8.199999809265137,8.289999961853027,8.289999961853027,14859343,8.289999961853027
2019-01-25,8.460000038146973,8.199999809265137,8.300000190734863,8.239999771118164,21374441,8.239999771118164
2019-01-28,8.380000114440918,8.180000305175781,8.270000457763672,8.220000267028809,17831749,8.220000267028809
2019-01-29,8.329999923706055,8.170000076293945,8.270000457763672,8.319999694824219,13258063,8.319999694824219
2019-01-30,8.319999694824219,8.100000381469727,8.289999961853027,8.140000343322754,18077279,8.140000343322754
2019-01-31,8.289999961853027,8.130000114440918,8.140000343322754,8.130000114440918,17544436,8.130000114440918
2019-02-01,8.279999732971191,8.170000076293945,8.170000076293945,8.270000457763672,14116509,8.270000457763672
2019-02-11,8.420000076293945,8.25,8.270000457763672,8.329999923706055,21708712,8.329999923706055
2019-02-12,8.619999885559082,8.279999732971191,8.380000114440918,8.579999923706055,30441519,8.579999923706055
2019-02-13,8.609999656677246,8.479999542236328,8.529999732971191,8.569999694824219,20858881,8.569999694824219
2019-02-14,8.569999694824219,8.470000267028809,8.569999694824219,8.520000457763672,15517957,8.520000457763672
2019-02-15,8.539999961853027,8.390000343322754,8.489999771118164,8.40999984741211,16694282,8.40999984741211
2019-02-18,8.529999732971191,8.399999618530273,8.449999809265137,8.449999809265137,33572092,8.449999809265137
2019-02-19,8.479999542236328,8.220000267028809,8.479999542236328,8.3100004196167,36323888,8.3100004196167
2019-02-20,8.380000114440918,8.239999771118164,8.3100004196167,8.369999885559082,22335790,8.369999885559082
2019-02-21,8.369999885559082,8.229999542236328,8.3100004196167,8.229999542236328,32854409,8.229999542236328
2019-02-22,8.319999694824219,8.15999984741211,8.210000038146973,8.270000457763672,26048363,8.270000457763672
2019-02-25,8.460000038146973,8.239999771118164,8.279999732971191,8.449999809265137,60860124,8.449999809265137
2019-02-26,8.489999771118164,8.329999923706055,8.399999618530273,8.350000381469727,51386154,8.350000381469727
2019-02-27,8.399999618530273,8.239999771118164,8.319999694824219,8.260000228881836,40215721,8.260000228881836
2019-02-28,8.260000228881836,8.069999694824219,8.260000228881836,8.079999923706055,53653055,8.079999923706055
2019-03-01,8.15999984741211,7.989999771118164,8.109999656677246,8.140000343322754,42514467,8.140000343322754
2019-03-04,8.3100004196167,8.09000015258789,8.140000343322754,8.210000038146973,56919103,8.210000038146973
2019-03-05,8.329999923706055,8.210000038146973,8.25,8.289999961853027,56790801,8.289999961853027
2019-03-06,8.470000267028809,8.220000267028809,8.329999923706055,8.430000305175781,70846108,8.430000305175781
2019-03-07,8.489999771118164,8.319999694824219,8.430000305175781,8.34000015258789,49539761,8.34000015258789
2019-03-08,8.3100004196167,8.069999694824219,8.3100004196167,8.100000381469727,47779068,8.100000381469727
2019-03-11,8.1899995803833,8.029999732971191,8.119999885559082,8.149999618530273,40155376,8.149999618530273
